City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,sao filipe,14.8961,-24.4956,24.76,64,100,5.29,CV,1669080510
269,andenes,69.3143,16.1194,-0.04,86,0,3.6,NO,1669080510
270,ilesha,7.1371,5.2583,22.2,92,8,0.53,NG,1669080511
271,progreso,21.2833,-89.6667,26.06,87,100,3.01,MX,1669080511
272,klaksvik,62.2266,-6.589,5.51,57,96,13.71,FO,1669080512
273,roma,43.2128,-75.4557,5.46,46,100,4.63,US,1669080487
274,golden,39.7555,-105.2211,5.08,48,20,2.06,US,1669080513
275,tottori,35.5,134.2333,15.04,82,75,1.03,JP,1669080466
276,bay roberts,47.5999,-53.2648,0.18,64,16,7.6,CA,1669080513
277,kodinsk,58.6881,99.1844,-27.22,100,41,1.2,RU,1669080514
278,ayan,56.45,138.1667,-11.07,67,96,6.63,RU,1669080514
279,lakatoro,-16.0999,167.4164,29.66,68,13,2.99,VU,1669080514
280,makakilo city,21.3469,-158.0858,28.18,52,20,9.77,US,1669080515
281,tiksi,71.6872,128.8694,-30.37,100,92,1.24,RU,1669080515
282,half moon bay,37.4636,-122.4286,16.34,49,0,3.09,US,1669080516
283,dunedin,-45.8742,170.5036,16.68,62,83,7.34,NZ,1669080516
284,iquique,-20.2208,-70.1431,19.02,79,62,0.32,CL,1669079940
285,wewak,-3.5534,143.6268,29.17,69,27,1.5,PG,1669080517
286,ponta do sol,32.6667,-17.1,20.35,78,7,0.56,PT,1669080517
287,catamarca,-28.4696,-65.7852,18.37,50,3,1.48,AR,1669080518
288,maracai,-22.6106,-50.6672,21.08,80,100,1.65,BR,1669080519
289,puerto carreno,6.189,-67.4859,25.54,80,94,3.86,CO,1669080519
290,bethel,41.3712,-73.414,5.3,43,0,6.17,US,1669080519
291,khandyga,62.6667,135.6,-36.93,100,97,0.84,RU,1669080520
292,adeje,28.1227,-16.726,19.07,68,0,5.66,ES,1669080520
293,eenhana,-17.4667,16.3333,22.14,50,100,3.28,NA,1669080521
294,guerrero negro,27.9769,-114.0611,18.79,50,0,4.37,MX,1669080410
295,nago,26.5881,127.9761,25.25,72,49,4.84,JP,1669080521
296,annau,37.8876,58.516,6.72,81,9,1.03,TM,1669080522
297,vardo,70.3705,31.1107,3.99,81,100,3.6,NO,1669080522
298,the valley,18.217,-63.0578,26.17,75,1,11.56,AI,1669080439
299,srednekolymsk,67.45,153.6833,-36.88,100,69,2.65,RU,1669080523
300,danane,7.2596,-8.155,22.17,80,100,0.23,CI,1669080523
301,puerto baquerizo moreno,-0.9,-89.6,20.64,90,20,5.39,EC,1669080524
302,ribeira grande,38.5167,-28.7,19.87,92,100,8.94,PT,1669080524
303,kautokeino,69.0125,23.0412,-15.85,72,0,1.39,NO,1669080524
304,plettenberg bay,-34.0527,23.3716,15.47,87,93,1.37,ZA,1669080525
305,rawatsar,29.2833,74.3833,16.47,31,0,2.5,IN,1669080525
306,djibo,14.1022,-1.6306,23.14,17,41,4.33,BF,1669080526
307,polson,47.6936,-114.1632,-8.01,92,33,0.8,US,1669080526
308,garowe,8.4054,48.4845,21.17,58,82,4.28,SO,1669080526
309,touros,-5.1989,-35.4608,25.36,73,5,5.53,BR,1669080527
310,price,39.5994,-110.8107,0.62,31,0,3.6,US,1669080527
311,kholodnyy,62.7167,147.95,-19.58,97,100,1.88,RU,1669080528
312,beboto,8.2668,16.939,21.03,35,88,1.82,TD,1669080528
313,grong,64.4654,12.3149,-2.4,72,100,2.76,NO,1669080529
314,marystown,47.1666,-55.1483,-0.21,63,6,12.02,CA,1669080529
315,kormilovka,55.0026,74.1028,-10.98,89,94,5.83,RU,1669080530
316,kibala,9.1104,18.3463,17.97,94,0,0.0,TD,1669080530
317,xichang,27.8964,102.2634,10.55,77,39,0.73,CN,1669080530
318,laurel,39.0993,-76.8483,7.23,52,0,0.45,US,1669080399
319,brae,60.3964,-1.353,4.84,77,100,12.08,GB,1669080531
320,nouadhibou,20.931,-17.0347,21.99,53,0,6.17,MR,1669080532
321,sioux lookout,50.1001,-91.917,-5.96,73,100,2.06,CA,1669080532
322,mizdah,31.4451,12.9801,8.12,48,0,3.27,LY,1669080533
323,erzin,36.9559,36.2,16.55,56,100,3.65,TR,1669080339
324,raduzhnyy,62.0961,77.475,-17.01,97,100,2.02,RU,1669080533
325,saveh,35.0213,50.3566,9.48,42,9,1.0,IR,1669080534
326,saint george,37.1041,-113.5841,9.97,30,0,1.54,US,1669080395
327,thaton,16.9206,97.3714,25.39,88,12,1.18,MM,1669080534
328,jega,12.2175,4.3792,22.62,18,99,4.27,NG,1669080535
329,provideniya,64.3833,-173.3,-9.94,52,100,7.0,RU,1669080535
330,los llanos de aridane,28.6585,-17.9182,18.86,82,75,4.63,ES,1669080536
331,nalut,30.3333,10.85,9.96,43,0,3.78,LY,1669080536
332,mindelo,16.8901,-24.9804,23.75,73,75,9.26,CV,1669080537
333,olafsvik,64.8945,-23.7142,5.21,92,100,10.41,IS,1669080413
334,bitkine,11.9801,18.2138,21.9,17,98,2.92,TD,1669080537
335,kasempa,-13.4584,25.8338,17.6,82,99,1.53,ZM,1669080538
336,sarangani,5.4033,125.4636,28.55,72,17,3.85,PH,1669080538
337,aguimes,27.9054,-15.4461,19.35,73,75,5.14,ES,1669080538
338,zorritos,-3.6805,-80.6782,21.16,74,93,4.75,PE,1669080539
339,basavakalyan,17.8667,76.95,18.21,54,81,3.5,IN,1669080539
340,acapulco,16.8634,-99.8901,27.9,78,0,2.06,MX,1669080540
341,samarai,-10.6167,150.6667,29.85,70,12,6.07,PG,1669080540
342,karasjok,69.4719,25.5112,-14.22,94,11,0.21,NO,1669080541
343,tawang,27.5833,91.8667,3.77,51,0,2.21,IN,1669080541
344,hasaki,35.7333,140.8333,17.38,68,5,4.39,JP,1669080542
345,acarau,-2.8856,-40.12,26.38,78,100,7.46,BR,1669080349
346,barguzin,53.6167,109.6167,-12.25,92,87,1.73,RU,1669080543
347,morant bay,17.8815,-76.4093,27.79,84,100,3.79,JM,1669080543
348,mudgee,-32.5943,149.5871,15.44,45,70,5.47,AU,1669080544
349,christchurch,-43.5333,172.6333,23.56,35,20,3.09,NZ,1669080340
350,kologriv,58.8275,44.3178,-11.08,83,80,1.23,RU,1669080545
351,van wert,40.8695,-84.5841,4.01,53,0,1.54,US,1669080245
352,kamenka,51.3223,42.7678,1.6,99,100,4.04,RU,1669080545
353,villarrica,-25.75,-56.4333,19.24,98,48,0.75,PY,1669080546
354,kalaikunda,22.35,87.25,16.46,51,10,2.57,IN,1669080546
355,deputatskiy,69.3,139.9,-33.8,100,55,0.88,RU,1669080547
356,inongo,-1.95,18.2667,20.49,96,100,1.01,CD,1669080547
357,brooks,50.5834,-111.8851,-5.01,81,94,1.54,CA,1669080548
358,erenhot,43.6475,111.9767,-0.18,47,10,4.93,CN,1669080548
359,kruisfontein,-34.0033,24.7314,17.16,91,100,2.87,ZA,1669080549
360,svencionys,55.15,26.1667,-6.62,96,100,2.03,LT,1669080549
361,baiyin,36.5583,104.2081,2.89,35,1,2.01,CN,1669080550
362,auki,-8.7676,160.7034,30.75,56,4,1.38,SB,1669080550
363,camacari,-12.6975,-38.3242,25.87,90,100,2.08,BR,1669080551
364,tres picos,15.8667,-93.5333,25.5,72,53,3.41,MX,1669080551
365,omis,43.4447,16.6886,11.96,80,100,5.38,HR,1669080552
366,mareeba,-17.0,145.4333,34.13,48,15,1.95,AU,1669080552
367,iskateley,67.6803,53.1512,-10.21,86,100,4.32,RU,1669080553
368,pryazha,61.6926,33.6216,-4.43,97,90,0.93,RU,1669080554
369,vanimo,-2.6741,141.3028,30.13,65,53,1.23,PG,1669080554
370,bireun,5.203,96.7009,26.05,78,100,1.91,ID,1669080555
371,labuhan,-6.8844,112.2051,27.83,73,100,3.53,ID,1669080419
372,hofn,64.2539,-15.2082,6.13,85,100,8.14,IS,1669080556
373,onega,63.9061,38.1404,-7.88,93,69,1.27,RU,1669080556
374,skjervoy,70.0311,20.9714,3.34,45,0,4.67,NO,1669080503
375,enkoping,59.6361,17.0777,0.92,79,99,5.42,SE,1669080557
376,kabwe,-14.4469,28.4464,20.18,69,6,2.76,ZM,1669080557
377,richards bay,-28.783,32.0377,19.66,73,98,5.71,ZA,1669080558
378,amahai,-3.3333,128.9167,29.1,72,100,1.61,ID,1669080337
379,karratha,-20.7377,116.8463,28.48,39,26,11.2,AU,1669080559
380,mosquera,4.7059,-74.2302,14.05,82,40,3.09,CO,1669079973
381,kogon,39.7228,64.5517,8.02,87,0,2.06,UZ,1669080559
382,mayo,38.8876,-76.5119,7.19,58,0,0.89,US,1669080560
383,alofi,-19.0595,-169.9187,26.94,78,75,5.14,NU,1669080560
384,goksun,38.021,36.4973,7.11,86,100,2.38,TR,1669080561
385,lewistown,40.5992,-77.5714,4.38,81,0,0.0,US,1669080561
386,batagay-alyta,67.8006,130.4114,-32.47,93,53,1.9,RU,1669080562
387,orthez,43.4884,-0.7724,9.62,74,100,8.74,FR,1669080562
388,joshimath,30.5667,79.5667,8.1,34,0,2.9,IN,1669080329
389,bereznik,62.8551,42.7072,-11.99,96,36,0.35,RU,1669080563
390,manta,-0.95,-80.7333,20.88,88,40,6.17,EC,1669080564
391,emba,48.8264,58.1442,0.73,100,100,1.42,KZ,1669080564
392,teya,60.3778,92.6267,-22.69,97,100,1.56,RU,1669080565
393,may pen,17.9645,-77.2451,27.56,85,100,2.57,JM,1669080438
394,taicheng,38.731,113.228,3.49,82,100,1.04,CN,1669080566
395,harper,4.375,-7.7169,25.29,86,3,3.39,LR,1669080567
396,hervey bay,-25.2986,152.8535,27.23,36,83,6.26,AU,1669080567
397,waddan,29.1614,16.139,11.76,64,0,0.69,LY,1669080568
398,port hedland,-20.3167,118.5667,29.03,34,40,10.8,AU,1669080380
399,sola,-13.8833,167.55,28.13,72,9,3.8,VU,1669080568
400,buchanan,5.8808,-10.0467,25.2,86,27,2.39,LR,1669080569
401,longhua,23.6137,114.1919,22.55,95,100,0.75,CN,1669080569
402,straumen,63.8709,11.2999,-3.0,63,100,4.7,NO,1669080570
403,hami,42.8,93.45,0.13,58,13,3.37,CN,1669080570
404,hauterive,46.0901,3.4459,7.42,90,83,2.32,FR,1669080571
405,rincon,32.296,-81.2354,14.92,71,75,3.6,US,1669080571
406,les cayes,18.2,-73.75,24.64,78,3,1.11,HT,1669080571
407,mehamn,71.0357,27.8492,1.95,100,100,2.06,NO,1669080572
408,hailar,49.2,119.7,-13.94,83,100,2.52,CN,1669080572
409,bassano,50.7834,-112.4685,2.27,80,100,2.89,CA,1669080573
410,san luis,-33.295,-66.3356,15.0,40,0,4.34,AR,1669080573
411,ilulissat,69.2167,-51.1,-9.99,79,20,0.0,GL,1669080484
412,ayolas,-27.4,-56.9,20.1,96,86,1.17,PY,1669080573
413,biak,-0.9131,122.8766,27.59,76,100,1.65,ID,1669080574
414,spirit river,55.7833,-118.8361,2.24,75,100,4.9,CA,1669080574
415,port-cartier,50.0334,-66.8654,-5.88,94,100,3.43,CA,1669080432
416,port moresby,-9.4431,147.1797,31.68,58,40,5.14,PG,1669080575
417,kurumkan,54.3,110.3,-15.68,92,46,1.69,RU,1669080575
418,praia,14.9215,-23.5087,23.3,83,20,8.23,CV,1669080576
419,terny,50.9833,33.9833,6.71,97,100,5.67,UA,1669080576
420,viedma,-40.8135,-62.9967,10.0,62,0,4.83,AR,1669080577
421,jacksonville,30.3322,-81.6556,17.27,87,100,7.2,US,1669080101
422,nea kallikratia,40.3167,23.0667,12.88,64,0,5.59,GR,1669080577
423,igbo ora,7.4333,3.2833,24.1,90,84,1.24,NG,1669080578
424,ndele,8.4109,20.6473,21.52,33,93,1.58,CF,1669080578
425,solnechnyy,50.7214,136.6319,-8.3,67,31,1.85,RU,1669080579
426,margate,51.3813,1.3862,5.73,80,0,1.79,GB,1669080342
427,belyy yar,53.6039,91.3903,-11.06,78,100,2.0,RU,1669080579
428,antofagasta,-23.65,-70.4,18.6,77,6,0.91,CL,1669080580
429,sabang,5.8933,95.3214,27.26,76,100,7.82,ID,1669080428
430,komsomolskiy,40.4272,71.7189,5.4,93,100,1.03,UZ,1669080580
431,ankpa,7.3706,7.6253,23.13,55,36,1.43,NG,1669080581
432,north platte,41.1239,-100.7654,6.32,30,0,2.68,US,1669080581
433,hambantota,6.1241,81.1185,23.19,100,20,1.54,LK,1669080581
434,milkovo,54.7167,158.6167,-3.26,88,100,0.21,RU,1669080582
435,thinadhoo,0.5333,72.9333,27.23,73,12,5.87,MV,1669080582
436,abu samrah,35.3029,37.1841,15.19,48,100,2.07,SY,1669080582
437,ugoofaaru,5.6667,73.0,27.63,63,35,5.72,MV,1669080583
438,blajel,46.2167,24.3167,2.23,79,100,1.11,RO,1669080583
439,baykalsk,51.5058,104.1469,-8.81,84,68,1.95,RU,1669080584
440,bozoum,6.3193,16.3799,19.84,40,49,1.52,CF,1669080584
441,san joaquin,37.9333,-121.3011,14.52,48,0,0.0,US,1669080584
442,pisco,-13.7,-76.2167,19.03,88,100,2.57,PE,1669080585
443,rio grande,-32.035,-52.0986,23.06,82,100,1.39,BR,1669080585
444,yeppoon,-23.1333,150.7333,28.88,35,94,3.24,AU,1669080587
445,belaya gora,68.5333,146.4167,-33.3,99,100,1.02,RU,1669080587
446,westport,41.1415,-73.3579,6.01,47,0,10.29,US,1669080587
447,yelnya,54.5786,33.1837,-2.96,96,100,6.29,RU,1669080588
448,presidente medici,-11.1753,-61.9014,21.36,98,100,2.76,BR,1669080588
449,boende,-0.2167,20.8667,20.29,99,100,2.11,CD,1669080588
450,skibbereen,51.55,-9.2667,9.5,81,100,16.96,IE,1669080589
451,sungaipenuh,-2.0833,101.3833,21.81,73,89,1.67,ID,1669080589
452,trincomalee,8.5711,81.2335,23.91,88,28,4.34,LK,1669080589
453,shimanovsk,52.0,127.7,-14.72,89,14,1.96,RU,1669080590
454,vostok,46.4856,135.8833,-9.84,72,22,3.71,RU,1669080531
455,marabba,12.35,32.1833,26.44,30,7,4.02,SD,1669080590
456,camalu,30.85,-116.0667,17.37,40,100,1.89,MX,1669080416
457,puebloviejo,10.9938,-74.2844,28.35,83,40,2.57,CO,1669080591
458,korla,41.7597,86.1469,0.14,45,79,0.06,CN,1669080592
459,la rioja,42.25,-2.5,0.88,79,10,4.32,ES,1669080592
460,bubaque,11.2833,-15.8333,28.37,56,3,3.48,GW,1669080593
461,ixtapa,20.7,-105.2,24.01,83,100,0.0,MX,1669080319
462,kot addu,30.4692,70.9671,15.6,36,0,1.16,PK,1669080594
463,eureka,40.8021,-124.1637,10.52,85,99,1.75,US,1669080594
464,piney green,34.716,-77.3202,10.96,86,0,2.06,US,1669080595
465,cuiaba,-15.5961,-56.0967,23.96,88,75,1.03,BR,1669080595
466,asau,46.4333,26.4,-2.49,92,84,2.51,RO,1669080596
467,shellbrook,53.2168,-106.4011,-4.43,94,13,4.06,CA,1669080597
468,faya,18.3851,42.4509,10.29,60,0,1.86,SA,1669080597
469,saravena,6.9538,-71.8752,22.46,91,68,1.3,CO,1669080598
470,severnyy,50.677,36.5532,6.02,100,100,5.0,RU,1669080598
471,pavlovo,55.9686,43.0912,-5.36,96,100,2.99,RU,1669080598
472,aykhal,66.0,111.5,-30.52,100,90,2.37,RU,1669080599
473,heihe,50.2441,127.4902,-15.68,82,7,1.18,CN,1669080599
474,tual,-5.6667,132.75,29.37,69,100,2.6,ID,1669080599
475,nakonde,-9.3421,32.745,16.52,78,57,1.35,ZM,1669080600
476,iwaki,37.05,140.8833,18.34,62,21,2.68,JP,1669080600
477,reyes,-14.3167,-67.3833,22.63,99,100,0.76,BO,1669080601
478,husavik,66.0449,-17.3389,4.89,82,80,5.46,IS,1669080601
479,omboue,-1.5746,9.2618,24.45,90,95,2.42,GA,1669080601
480,saint-leu,-21.15,55.2833,22.46,79,96,1.52,RE,1669080602
481,havre-saint-pierre,50.2334,-63.5986,-2.0,86,100,2.57,CA,1669080603
482,rodrigues alves,-7.738,-72.6509,26.11,75,100,0.97,BR,1669080604
483,port hardy,50.6996,-127.4199,8.1,76,100,8.75,CA,1669080604
484,akureyri,65.6835,-18.0878,6.96,65,40,4.63,IS,1669080605
485,movila miresei,45.2167,27.6,4.18,81,91,0.94,RO,1669080605
486,tomatlan,19.9333,-105.25,24.48,73,89,0.9,MX,1669080606
487,abilene,32.4487,-99.7331,7.16,77,0,4.12,US,1669080416
488,aksarka,66.5606,67.7975,-23.95,95,47,5.36,RU,1669080607
489,adrar,20.5022,-10.0711,17.45,18,0,5.1,MR,1669080608
490,narsaq,60.9167,-46.05,-4.88,88,82,2.33,GL,1669080445
491,mozarlandia,-14.7447,-50.5706,24.13,72,18,2.18,BR,1669080608
492,aylmer,42.7668,-80.983,2.76,75,74,5.16,CA,1669080609
493,beloha,-25.1667,45.05,16.64,71,0,2.06,MG,1669080339
494,zhoucheng,35.9122,116.3117,9.0,89,100,2.3,CN,1669080610
495,ewa beach,21.3156,-158.0072,28.97,52,20,9.77,US,1669080610
496,doha,25.2867,51.5333,20.99,64,0,3.09,QA,1669080524
497,deneysville,-26.8908,28.0971,15.8,65,71,2.75,ZA,1669080611
498,axim,4.8699,-2.2405,25.12,86,2,2.51,GH,1669080612
499,chapais,49.7834,-74.8492,-7.12,89,100,6.91,CA,1669080612
500,ciamis,-7.3257,108.3534,26.37,81,100,1.53,ID,1669080613
501,tazovskiy,67.4667,78.7,-30.34,98,71,3.21,RU,1669080613
502,saint-michel-des-saints,46.6834,-73.9159,-4.48,90,100,7.03,CA,1669080614
503,grand-lahou,5.1367,-5.0242,25.16,86,21,2.54,CI,1669080614
504,donskoye,45.4552,41.9741,13.07,58,76,2.3,RU,1669080615
505,manggar,-2.8833,108.2667,29.22,70,89,3.3,ID,1669080615
506,palmer,42.1584,-72.3287,3.12,47,40,5.14,US,1669080345
507,terrace,54.5163,-128.6035,4.95,93,100,8.75,CA,1669080569
508,de-kastri,51.4667,140.7833,-6.26,77,100,4.19,RU,1669080616
509,ipora,-16.4419,-51.1178,21.89,70,86,0.19,BR,1669080617
510,bandarban,22.1965,92.2262,23.47,74,6,1.24,BD,1669080618
511,ereymentau,51.6199,73.1033,-11.93,97,92,4.51,KZ,1669080619
512,bratsk,56.1325,101.6142,-20.37,88,100,2.65,RU,1669080611
513,putina,-15.4667,-69.4333,8.65,72,100,3.2,PE,1669080619
514,kyshtovka,56.555,76.6271,-11.46,94,100,5.34,RU,1669080620
515,grand-santi,4.25,-54.3833,24.32,78,97,1.14,GF,1669080620
516,qaracala,39.8132,48.9523,13.08,64,92,2.74,AZ,1669080621
517,broome,42.2506,-75.833,2.7,52,0,4.63,US,1669080621
518,tiznit,29.5833,-9.5,15.58,52,0,1.27,MA,1669080418
519,mtimbira,-8.7833,36.35,21.62,93,98,0.32,TZ,1669080622
520,plouzane,48.3833,-4.6167,9.18,78,75,13.89,FR,1669080622
521,outjo,-20.1167,16.15,19.49,44,76,2.89,NA,1669080623
522,college,64.8569,-147.8028,-6.9,88,75,0.0,US,1669080623
523,vanderhoof,54.0166,-124.0198,0.41,94,100,1.81,CA,1669080624
524,am timan,11.0297,20.2827,22.17,22,11,2.98,TD,1669080624
525,vestmannaeyjar,63.4427,-20.2734,7.91,80,100,10.68,IS,1669080625
526,cherskiy,68.75,161.3,-38.18,100,47,1.05,RU,1669080625
527,teahupoo,-17.8333,-149.2667,26.98,80,13,6.42,PF,1669080626
528,krasnoarmeysk,51.0239,45.6969,0.98,100,100,3.34,RU,1669080627
529,opuwo,-18.0607,13.84,20.07,59,81,2.49,NA,1669080627
530,lac du bonnet,50.2536,-96.0612,-8.5,95,100,3.27,CA,1669080628
531,dingle,10.9995,122.6711,29.22,75,64,4.28,PH,1669080628
532,kavieng,-2.5744,150.7967,29.66,69,49,4.57,PG,1669080629
533,luderitz,-26.6481,15.1594,16.3,79,0,3.43,NA,1669080629
534,gotsu,35.0,132.2167,16.55,63,100,3.84,JP,1669080630
535,corpus christi,27.8006,-97.3964,9.43,93,100,6.17,US,1669080600
536,suleja,9.1758,7.1808,22.55,36,86,2.09,NG,1669080631
537,valparaiso,-33.0393,-71.6273,14.8,77,0,3.6,CL,1669080633
538,kudahuvadhoo,2.6708,72.8944,27.08,77,52,5.83,MV,1669080634
539,staryy nadym,65.6118,72.6842,-27.29,94,20,6.65,RU,1669080634
540,irbil,36.1926,44.0106,16.93,27,100,1.52,IQ,1669080634
541,mimongo,-1.6195,11.6068,20.04,99,96,0.9,GA,1669080635
